Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly),,,,,,,,,
0.006542598,0.024241058,0,0,0,0,,,,785.11 ,0.006542598,2908.927 ,0.024241058,,0
0.006606721,0.024450458,0,0,0,0,,,,792.81 ,0.006606721,2934.055 ,0.024450458,,0
0.006624534,0.024492617,0,0,0,0,,,,794.94 ,0.006624534,2939.114 ,0.024492617,,0
0.006667654,0.024611508,0,0,0,0,,,,800.12 ,0.006667654,2953.381 ,0.024611508,,0
0.006742194,0.024661075,0,0,0,0,,,,809.06 ,0.006742194,2959.329 ,0.024661075,,0
0.012929616,0.043284517,0,0,0,0,,,,1551.55 ,0.012929616,5194.142 ,0.043284517,,0
0.013220717,0.043985468,0,0,0,0,,,,1586.49 ,0.013220717,5278.256 ,0.043985468,,0
0.011597799,0.039183075,0,2.28E-06,0,0,,,,1391.74 ,0.011597799,4701.969 ,0.039183075,,0
0.009718644,0.033722185,0,9.86E-05,0,0,,,,1166.24 ,0.009718644,4046.662 ,0.033722185,,0
0.008503498,0.029811227,0,0.000564414,1.166666667,1.166666667,,,,1020.42 ,0.008503498,3577.347 ,0.029811227,,0
0.00724807,0.026137092,0,0.000978023,1.416666667,1.416666667,,,,869.77 ,0.00724807,3136.451 ,0.026137092,,0
0.009222326,0.0323266,0,0.001136653,1.583333333,1.583333333,,,,1106.68 ,0.009222326,3879.192 ,0.0323266,,0
0.00643252,0.023684295,0,0.001223874,2,2,,,,771.90 ,0.00643252,2842.115 ,0.023684295,,0
0.005721867,0.021168957,0,0.00109296,2,2,,,,686.62 ,0.005721867,2540.275 ,0.021168957,,0
0.006280143,0.023165383,0,0.000430565,2,2,,,,753.62 ,0.006280143,2779.846 ,0.023165383,,0
0.009319527,0.032355135,0,2.43E-05,0.833333333,0.833333333,,,,1118.34 ,0.009319527,3882.616 ,0.032355135,,0
0.009092494,0.031915465,0,0,0,0,,,,1091.10 ,0.009092494,3829.856 ,0.031915465,,0
0.008487332,0.029826175,0,0,0,0,,,,1018.48 ,0.008487332,3579.141 ,0.029826175,,0
0.00888398,0.030709478,0,0,0,0,,,,1066.08 ,0.00888398,3685.137 ,0.030709478,,0
0.008559209,0.029507067,0,0,0,0,,,,1027.11 ,0.008559209,3540.848 ,0.029507067,,0
0.005705237,0.021207542,0,0,0,0,,,,684.63 ,0.005705237,2544.905 ,0.021207542,,0
0.005755352,0.021592742,0,0,0,0,,,,690.64 ,0.005755352,2591.129 ,0.021592742,,0
0.005880378,0.022050842,0,0,0,0,,,,705.65 ,0.005880378,2646.101 ,0.022050842,,0
0.005984877,0.022514817,0,0,0,0,,,,718.19 ,0.005984877,2701.778 ,0.022514817,,0
0.006182007,0.023133767,0,0,0,0,,,,741.84 ,0.006182007,2776.052 ,0.023133767,,0
0.006426384,0.023896792,0,0,0,0,,,,771.17 ,0.006426384,2867.615 ,0.023896792,,0
0.006722877,0.024794333,0,0,0,0,,,,806.75 ,0.006722877,2975.320 ,0.024794333,,0
0.006980469,0.025571458,0,0,0,0,,,,837.66 ,0.006980469,3068.575 ,0.025571458,,0
0.007244361,0.026199292,0,0,0,0,,,,869.32 ,0.007244361,3143.915 ,0.026199292,,0
0.01390535,0.046270267,0,0,0,0,,,,1668.64 ,0.01390535,5552.432 ,0.046270267,,0
0.01462092,0.048271105,0,0,0,0,,,,1754.51 ,0.01462092,5792.533 ,0.048271105,,0
0.014067492,0.046755327,0,6.10E-05,0,0,,,,1688.10 ,0.014067492,5610.639 ,0.046755327,,0
0.0120688,0.040932732,0,0.000403828,0.583333333,0.583333333,,,,1448.26 ,0.0120688,4911.928 ,0.040932732,,0
0.009607826,0.033193768,0,0.000804721,1.583333333,1.583333333,,,,1152.94 ,0.009607826,3983.252 ,0.033193768,,0
0.008365497,0.029562942,0,0.001173661,2,2,,,,1003.86 ,0.008365497,3547.553 ,0.029562942,,0
0.006721202,0.024645067,0,0.001440053,2.583333333,2.583333333,,,,806.54 ,0.006721202,2957.408 ,0.024645067,,0
0.006214713,0.023011622,0,0.001391633,3,3,,,,745.77 ,0.006214713,2761.395 ,0.023011622,,0
0.00629076,0.022905868,0,0.00111497,2.416666667,2.416666667,,,,754.89 ,0.00629076,2748.704 ,0.022905868,,0
0.006956703,0.025237698,0,0.000441325,2,2,,,,834.80 ,0.006956703,3028.524 ,0.025237698,,0
0.010003295,0.034447145,0,2.51E-05,1.416666667,1.416666667,,,,1200.40 ,0.010003295,4133.657 ,0.034447145,,0
0.009981372,0.034641615,0,0,1,1,,,,1197.76 ,0.009981372,4156.994 ,0.034641615,,0
0.009158732,0.03188066,0,0,0.416666667,0.416666667,,,,1099.05 ,0.009158732,3825.679 ,0.03188066,,0
0.00972321,0.033273495,0,0,0,0,,,,1166.79 ,0.00972321,3992.819 ,0.033273495,,0
0.009460244,0.032257308,0,0,0.583333333,0.583333333,,,,1135.23 ,0.009460244,3870.877 ,0.032257308,,0
0.0064114,0.023367433,0,0,1,1,,,,769.37 ,0.0064114,2804.092 ,0.023367433,,0
0.0065542,0.024041158,0,0,1.583333333,1.583333333,,,,786.50 ,0.0065542,2884.939 ,0.024041158,,0
0.00673545,0.024644183,0,0,2.583333333,2.583333333,,,,808.25 ,0.00673545,2957.302 ,0.024644183,,0
0.006895802,0.025306542,0,0,1.833333333,1.833333333,,,,827.50 ,0.006895802,3036.785 ,0.025306542,,0
0.0070953,0.025935342,0,0,2.166666667,2.166666667,,,,851.44 ,0.0070953,3112.241 ,0.025935342,,0
0.00733156,0.026675842,0,0,3,3,,,,879.79 ,0.00733156,3201.101 ,0.026675842,,0
0.007556001,0.027349775,0,0,2.416666667,2.416666667,,,,906.72 ,0.007556001,3281.973 ,0.027349775,,0
0.007772639,0.027998583,0,0,0.833333333,0.833333333,,,,932.72 ,0.007772639,3359.830 ,0.027998583,,0
0.008005596,0.028497167,0,0,1.166666667,1.166666667,,,,960.67 ,0.008005596,3419.660 ,0.028497167,,0
0.015248106,0.0502822,0,0,1.416666667,1.416666667,,,,1829.77 ,0.015248106,6033.864 ,0.0502822,,0
0.016047215,0.052502663,0,0,1.583333333,1.583333333,,,,1925.67 ,0.016047215,6300.320 ,0.052502663,,0
0.014531657,0.048067435,0,0,1.416666667,1.416666667,,,,1743.80 ,0.014531657,5768.092 ,0.048067435,,0
0.013564945,0.045472168,0,0,1,1,,,,1627.79 ,0.013564945,5456.660 ,0.045472168,,0
0.011370073,0.038515725,0,0.000185203,1.583333333,1.583333333,,,,1364.41 ,0.011370073,4621.887 ,0.038515725,,0
0.008864867,0.031042102,0,0.000833415,1.416666667,1.416666667,,,,1063.78 ,0.008864867,3725.052 ,0.031042102,,0
0.007176233,0.026012607,0,0.000263132,1,1,,,,861.15 ,0.007176233,3121.513 ,0.026012607,,0
0.00636374,0.023424935,0,0.000767387,0.416666667,0.416666667,,,,763.65 ,0.00636374,2810.992 ,0.023424935,,0
0.006511156,0.023474537,0,0.000163194,0.583333333,0.583333333,,,,781.34 ,0.006511156,2816.944 ,0.023474537,,0
0.007180504,0.025870813,0,0.00035068,0.416666667,0.416666667,,,,861.66 ,0.007180504,3104.498 ,0.025870813,,0
0.010378181,0.035517028,0,2.60E-05,0,0,,,,1245.38 ,0.010378181,4262.043 ,0.035517028,,0
0.010645327,0.036648193,0,0,1.75,1.75,,,,1277.44 ,0.010645327,4397.783 ,0.036648193,,0
0.009776094,0.033699963,0,0,3.583333333,3.583333333,,,,1173.13 ,0.009776094,4043.996 ,0.033699963,,0
0.010514935,0.03556418,0,0,4,4,,,,1261.79 ,0.010514935,4267.702 ,0.03556418,,0
0.010235289,0.034457533,0,0,4.583333333,4.583333333,,,,1228.23 ,0.010235289,4134.904 ,0.034457533,,0
0.006899368,0.024774733,0,0,4.416666667,4.416666667,,,,827.92 ,0.006899368,2972.968 ,0.024774733,,0
0.006978433,0.025297008,0,0,5.166666667,5.166666667,,,,837.41 ,0.006978433,3035.641 ,0.025297008,,0
0.007139436,0.02578395,0,0,4.833333333,4.833333333,,,,856.73 ,0.007139436,3094.074 ,0.02578395,,0
0.007200103,0.026225108,0,0,3.416666667,3.416666667,,,,864.01 ,0.007200103,3147.013 ,0.026225108,,0
0.007343436,0.026689608,0,0,3,3,,,,881.21 ,0.007343436,3202.753 ,0.026689608,,0
0.007484575,0.027145625,0,0,4.166666667,4.166666667,,,,898.15 ,0.007484575,3257.475 ,0.027145625,,0
0.007658036,0.027655483,0,0,4.416666667,4.416666667,,,,918.96 ,0.007658036,3318.658 ,0.027655483,,0
0.007790276,0.028037042,0,0,4.583333333,4.583333333,,,,934.83 ,0.007790276,3364.445 ,0.028037042,,0
0.0080186,0.0284133,0,0,5,5,,,,962.23 ,0.0080186,3409.596 ,0.0284133,,0
0.008289751,0.028570125,0,0,3.833333333,3.833333333,,,,994.77 ,0.008289751,3428.415 ,0.028570125,,0
0.009234433,0.031121287,0,0,3,3,,,,1108.13 ,0.009234433,3734.554 ,0.031121287,,0
0.008100536,0.027966505,0,0,1.833333333,1.833333333,,,,972.06 ,0.008100536,3355.981 ,0.027966505,,0
0.006801387,0.024536573,0,0,2.75,2.75,,,,816.17 ,0.006801387,2944.389 ,0.024536573,,0
0.006932542,0.024612762,0,0,3.416666667,3.416666667,,,,831.91 ,0.006932542,2953.531 ,0.024612762,,0
0.00549106,0.020513638,0,4.73E-05,2.416666667,2.416666667,,,,658.93 ,0.00549106,2461.637 ,0.020513638,,0
0.005177056,0.019781795,0,0.00029851,2,2,,,,621.25 ,0.005177056,2373.815 ,0.019781795,,0
0.004043601,0.016162217,0,0.000561479,3.166666667,3.166666667,,,,485.23 ,0.004043601,1939.466 ,0.016162217,,0
0.004746889,0.01771736,0,0.000807167,4,4,,,,569.63 ,0.004746889,2126.083 ,0.01771736,,0
0.005047144,0.01915074,0,0.000438391,3.416666667,3.416666667,,,,605.66 ,0.005047144,2298.089 ,0.01915074,,0
0.005404713,0.019991893,0,2.68E-05,1.833333333,1.833333333,,,,648.57 ,0.005404713,2399.027 ,0.019991893,,0
0.005795966,0.021659262,0,0,0.416666667,0.416666667,,,,695.52 ,0.005795966,2599.111 ,0.021659262,,0
0.006344019,0.022922865,0,0,0,0,,,,761.28 ,0.006344019,2750.744 ,0.022922865,,0
0.00682112,0.023781828,0,0,0,0,,,,818.53 ,0.00682112,2853.819 ,0.023781828,,0
0.006355087,0.02197915,0,0,0,0,,,,762.61 ,0.006355087,2637.498 ,0.02197915,,0
0.006188706,0.022306358,0,0,1.166666667,1.166666667,,,,742.64 ,0.006188706,2676.763 ,0.022306358,,0
0.006104201,0.022465925,0,0,2.583333333,2.583333333,,,,732.50 ,0.006104201,2695.911 ,0.022465925,,0
0.006072305,0.022593908,0,0,1.833333333,1.833333333,,,,728.68 ,0.006072305,2711.269 ,0.022593908,,0
0.006073324,0.022779158,0,0,1.583333333,1.583333333,,,,728.80 ,0.006073324,2733.499 ,0.022779158,,0
0.006161966,0.023068767,0,0,2,2,,,,739.44 ,0.006161966,2768.252 ,0.023068767,,0
0.006310568,0.023541217,0,0,2.583333333,2.583333333,,,,757.27 ,0.006310568,2824.946 ,0.023541217,,0
0.006531253,0.024202542,0,0,2.416666667,2.416666667,,,,783.75 ,0.006531253,2904.305 ,0.024202542,,0
0.006743674,0.02483725,0,0,2,2,,,,809.24 ,0.006743674,2980.470 ,0.02483725,,0
0.006995088,0.025377117,0,0,2.583333333,2.583333333,,,,839.41 ,0.006995088,3045.254 ,0.025377117,,0
0.007223588,0.025595908,0,0,3,3,,,,866.83 ,0.007223588,3071.509 ,0.025595908,,0
0.008104769,0.02805181,0,0,3,3,,,,972.57 ,0.008104769,3366.217 ,0.02805181,,0
0.007833659,0.027452718,0,0,2.416666667,2.416666667,,,,940.04 ,0.007833659,3294.326 ,0.027452718,,0
0.006871115,0.024896708,0,0,2,2,,,,824.53 ,0.006871115,2987.605 ,0.024896708,,0
0.005348321,0.019988198,0,0,2,2,,,,641.80 ,0.005348321,2398.584 ,0.019988198,,0
0.004625436,0.018002078,0,0,2.583333333,2.583333333,,,,555.05 ,0.004625436,2160.249 ,0.018002078,,0
0.003778808,0.015568687,0,0,2.416666667,2.416666667,,,,453.46 ,0.003778808,1868.242 ,0.015568687,,0
0.00274607,0.012298208,0,0,2,2,,,,329.53 ,0.00274607,1475.785 ,0.012298208,,0
0.003967931,0.015617935,0,0,2,2,,,,476.15 ,0.003967931,1874.152 ,0.015617935,,0
0.003178667,0.013560245,0,0,1.416666667,1.416666667,,,,381.44 ,0.003178667,1627.229 ,0.013560245,,0
0.004144844,0.016343208,0,0,1.583333333,1.583333333,,,,497.38 ,0.004144844,1961.185 ,0.016343208,,0
0.004915425,0.019042085,0,0,2,2,,,,589.85 ,0.004915425,2285.050 ,0.019042085,,0
0.005587678,0.020806642,0,0,2,2,,,,670.52 ,0.005587678,2496.797 ,0.020806642,,0
0.00620512,0.022269448,0,0,2,2,,,,744.61 ,0.00620512,2672.334 ,0.022269448,,0
0.005906086,0.021085667,0,0,0.833333333,0.833333333,,,,708.73 ,0.005906086,2530.280 ,0.021085667,,0
0.005949595,0.021818,0,0,0.583333333,0.583333333,,,,713.95 ,0.005949595,2618.160 ,0.021818,,0
0.006031889,0.022370033,0,0,0.416666667,0.416666667,,,,723.83 ,0.006031889,2684.404 ,0.022370033,,0
0.006133215,0.022829958,0,0,0,0,,,,735.99 ,0.006133215,2739.595 ,0.022829958,,0
0.006235347,0.02328425,0,0,0.583333333,0.583333333,,,,748.24 ,0.006235347,2794.110 ,0.02328425,,0
0.006404142,0.023815975,0,0,0.416666667,0.416666667,,,,768.50 ,0.006404142,2857.917 ,0.023815975,,0
0.006610887,0.02446325,0,0,0,0,,,,793.31 ,0.006610887,2935.590 ,0.02446325,,0
0.006877383,0.025268908,0,0,0,0,,,,825.29 ,0.006877383,3032.269 ,0.025268908,,0
0.0071035,0.025949633,0,0,0,0,,,,852.42 ,0.0071035,3113.956 ,0.025949633,,0
0.007344082,0.026508975,0,0,0.583333333,0.583333333,,,,881.29 ,0.007344082,3181.077 ,0.026508975,,0
0.014085592,0.046833567,0,0,1,1,,,,1690.27 ,0.014085592,5620.028 ,0.046833567,,0
0.014718093,0.048582673,0,0,0.416666667,0.416666667,,,,1766.17 ,0.014718093,5829.921 ,0.048582673,,0
0.013966796,0.04645631,0,0,0,0,,,,1676.02 ,0.013966796,5574.757 ,0.04645631,,0
0.012786422,0.043140802,0,0,0.583333333,0.583333333,,,,1534.37 ,0.012786422,5176.896 ,0.043140802,,0
0.010360576,0.03551278,0,0,0.416666667,0.416666667,,,,1243.27 ,0.010360576,4261.534 ,0.03551278,,0
0.007584146,0.027168902,0,0,0,0,,,,910.10 ,0.007584146,3260.268 ,0.027168902,,0
0.005945765,0.022266985,0,0,0,0,,,,713.49 ,0.005945765,2672.038 ,0.022266985,,0
0.007995548,0.028483065,0,0,0.583333333,0.583333333,,,,959.47 ,0.007995548,3417.968 ,0.028483065,,0
0.00559185,0.020769782,0,0,2.166666667,2.166666667,,,,671.02 ,0.00559185,2492.374 ,0.020769782,,0
0.005379196,0.02039932,0,0,1.25,1.25,,,,645.50 ,0.005379196,2447.918 ,0.02039932,,0
0.008462965,0.029725337,0,0,0,0,,,,1015.56 ,0.008462965,3567.040 ,0.029725337,,0
0.008891346,0.031297903,0,0,1.166666667,1.166666667,,,,1066.96 ,0.008891346,3755.748 ,0.031297903,,0
0.008219255,0.02900313,0,0,2.583333333,2.583333333,,,,986.31 ,0.008219255,3480.376 ,0.02900313,,0
0.008844378,0.030587895,0,0,1.25,1.25,,,,1061.33 ,0.008844378,3670.547 ,0.030587895,,0
0.008565968,0.029527817,0,0,2.333333333,2.333333333,,,,1027.92 ,0.008565968,3543.338 ,0.029527817,,0
0.005751941,0.021350933,0,0,3.416666667,3.416666667,,,,690.23 ,0.005751941,2562.112 ,0.021350933,,0
0.005787701,0.021692058,0,0,3,3,,,,694.52 ,0.005787701,2603.047 ,0.021692058,,0
0.005861237,0.022017825,0,0,2.416666667,2.416666667,,,,703.35 ,0.005861237,2642.139 ,0.022017825,,0
0.005949088,0.022408958,0,0,2,2,,,,713.89 ,0.005949088,2689.075 ,0.022408958,,0
0.00608271,0.022830842,0,0,2,2,,,,729.93 ,0.00608271,2739.701 ,0.022830842,,0
0.006282746,0.0234558,0,0,2,2,,,,753.93 ,0.006282746,2814.696 ,0.0234558,,0
0.006530407,0.02420535,0,0,2,2,,,,783.65 ,0.006530407,2904.642 ,0.02420535,,0
0.006756458,0.024887725,0,0,2,2,,,,810.77 ,0.006756458,2986.527 ,0.024887725,,0
0.006989095,0.025447283,0,0,2.583333333,2.583333333,,,,838.69 ,0.006989095,3053.674 ,0.025447283,,0
0.013434626,0.044914367,0,0,2.416666667,2.416666667,,,,1612.16 ,0.013434626,5389.724 ,0.044914367,,0
0.014174732,0.0470203,0,0,2,2,,,,1700.97 ,0.014174732,5642.436 ,0.0470203,,0
0.012043393,0.040632225,0,0,2.583333333,2.583333333,,,,1445.21 ,0.012043393,4875.867 ,0.040632225,,0
0.009887836,0.034280398,0,0,3,3,,,,1186.54 ,0.009887836,4113.648 ,0.034280398,,0
0.008089633,0.028604092,0,0,3,3,,,,970.76 ,0.008089633,3432.491 ,0.028604092,,0
0.007773302,0.02778841,0,0,2.416666667,2.416666667,,,,932.80 ,0.007773302,3334.609 ,0.02778841,,0
0.00524082,0.020123848,0,0,2,2,,,,628.90 ,0.00524082,2414.862 ,0.020123848,,0
0.005906964,0.022102498,0,0,2.583333333,2.583333333,,,,708.84 ,0.005906964,2652.300 ,0.022102498,,0
0.007495697,0.026692455,0,0,3,3,,,,899.48 ,0.007495697,3203.095 ,0.026692455,,0
0.006798532,0.024795695,0,0,3.583333333,3.583333333,,,,815.82 ,0.006798532,2975.483 ,0.024795695,,0
0.007656911,0.027308823,0,0,3.416666667,3.416666667,,,,918.83 ,0.007656911,3277.059 ,0.027308823,,0
0.008471086,0.03003052,0,0,4.166666667,4.166666667,,,,1016.53 ,0.008471086,3603.662 ,0.03003052,,0
0.007516563,0.026900382,0,0,3.833333333,3.833333333,,,,901.99 ,0.007516563,3228.046 ,0.026900382,,0
0.008099673,0.028402067,0,0,3.583333333,3.583333333,,,,971.96 ,0.008099673,3408.248 ,0.028402067,,0
0.007923916,0.027685333,0,0,3.416666667,3.416666667,,,,950.87 ,0.007923916,3322.240 ,0.027685333,,0
0.005326347,0.020109508,0,0,1.25,1.25,,,,639.16 ,0.005326347,2413.141 ,0.020109508,,0
0.005443463,0.020668658,0,0,1.166666667,1.166666667,,,,653.22 ,0.005443463,2480.239 ,0.020668658,,0
0.005565032,0.021036492,0,0,1.416666667,1.416666667,,,,667.80 ,0.005565032,2524.379 ,0.021036492,,0
0.005646362,0.021468308,0,0,1,1,,,,677.56 ,0.005646362,2576.197 ,0.021468308,,0
0.005744872,0.021788217,0,0,2.166666667,2.166666667,,,,689.38 ,0.005744872,2614.586 ,0.021788217,,0
0.005849446,0.022125492,0,0,3,3,,,,701.93 ,0.005849446,2655.059 ,0.022125492,,0
0.005938797,0.0223836,0,0,2.416666667,2.416666667,,,,712.66 ,0.005938797,2686.032 ,0.0223836,,0
0.006027768,0.022639292,0,0,3.75,3.75,,,,723.33 ,0.006027768,2716.715 ,0.022639292,,0
0.006162744,0.022821675,0,0,3.833333333,3.833333333,,,,739.53 ,0.006162744,2738.601 ,0.022821675,,0
0.01192425,0.040027767,0,2.50E-06,3,3,,,,1430.91 ,0.01192425,4803.332 ,0.040027767,,0
0.012638296,0.041970532,0,3.26E-07,2.416666667,2.416666667,,,,1516.60 ,0.012638296,5036.464 ,0.041970532,,0
0.01204827,0.040392312,0,0,2,2,,,,1445.79 ,0.01204827,4847.077 ,0.040392312,,0
0.011148942,0.038030385,0,0,0.833333333,0.833333333,,,,1337.87 ,0.011148942,4563.646 ,0.038030385,,0
0.01145169,0.038726613,0,3.10E-05,0,0,,,,1374.20 ,0.01145169,4647.194 ,0.038726613,,0
0.010493937,0.036019407,0,0.000317095,0,0,,,,1259.27 ,0.010493937,4322.329 ,0.036019407,,0
0.00952906,0.033222968,0,0.001053507,1.166666667,1.166666667,,,,1143.49 ,0.00952906,3986.756 ,0.033222968,,0
0.01009762,0.034868755,0,0.001371743,0.833333333,0.833333333,,,,1211.71 ,0.01009762,4184.251 ,0.034868755,,0
0.010196253,0.034739977,0,0.001160455,0.583333333,0.583333333,,,,1223.55 ,0.010196253,4168.797 ,0.034739977,,0
0.009683446,0.033531057,0,0.000532133,1.583333333,1.583333333,,,,1162.01 ,0.009683446,4023.727 ,0.033531057,,0
0.010019274,0.034378738,0,3.16E-05,2,2,,,,1202.31 ,0.010019274,4125.449 ,0.034378738,,0
0.010840055,0.037231737,0,0,1.416666667,1.416666667,,,,1300.81 ,0.010840055,4467.808 ,0.037231737,,0
0.00940277,0.032519645,0,0,0.416666667,0.416666667,,,,1128.33 ,0.00940277,3902.357 ,0.032519645,,0
0.009796914,0.033296887,0,0,0,0,,,,1175.63 ,0.009796914,3995.626 ,0.033296887,,0
0.009326917,0.031588217,0,0,0,0,,,,1119.23 ,0.009326917,3790.586 ,0.031588217,,0
0.006090046,0.022249208,0,0,0,0,,,,730.81 ,0.006090046,2669.905 ,0.022249208,,0
0.006069876,0.022486658,0,0,0,0,,,,728.39 ,0.006069876,2698.399 ,0.022486658,,0
0.006091139,0.022651733,0,0,0,0,,,,730.94 ,0.006091139,2718.208 ,0.022651733,,0
0.006039076,0.022674008,0,0,0,0,,,,724.69 ,0.006039076,2720.881 ,0.022674008,,0
0.006073961,0.022798575,0,0,0,0,,,,728.88 ,0.006073961,2735.829 ,0.022798575,,0
0.006126699,0.022976708,0,0,0,0,,,,735.20 ,0.006126699,2757.205 ,0.022976708,,0
0.0061865,0.023144092,0,0,0,0,,,,742.38 ,0.0061865,2777.291 ,0.023144092,,0
0.006253702,0.02333295,0,0,0,0,,,,750.44 ,0.006253702,2799.954 ,0.02333295,,0
0.00635187,0.023402325,0,0,0,0,,,,762.22 ,0.00635187,2808.279 ,0.023402325,,0
0.012269757,0.041088533,0,9.73E-06,0,0,,,,1472.37 ,0.012269757,4930.624 ,0.041088533,,0
0.012662787,0.042045725,0,2.71E-05,0,0,,,,1519.53 ,0.012662787,5045.487 ,0.042045725,,0
0.012447217,0.041617152,0,0.000145261,0,0,,,,1493.67 ,0.012447217,4994.058 ,0.041617152,,0
0.012002122,0.040649798,0,0.000293293,1.75,1.75,,,,1440.25 ,0.012002122,4877.976 ,0.040649798,,0
0.00992594,0.034042292,0,0.000473768,3,3,,,,1191.11 ,0.00992594,4085.075 ,0.034042292,,0
0.010091984,0.03478534,0,0.0007982,1.833333333,1.833333333,,,,1211.04 ,0.010091984,4174.241 ,0.03478534,,0
0.008010206,0.02855982,0,0.000737553,2.166666667,2.166666667,,,,961.22 ,0.008010206,3427.178 ,0.02855982,,0
0.008513074,0.030003922,0,0.00133392,2.416666667,2.416666667,,,,1021.57 ,0.008513074,3600.471 ,0.030003922,,0
0.008661747,0.030028773,0,0.001169422,2,2,,,,1039.41 ,0.008661747,3603.453 ,0.030028773,,0
0.007557667,0.027004543,0,0.000551697,2,2,,,,906.92 ,0.007557667,3240.545 ,0.027004543,,0
0.009139093,0.031676428,0,3.30E-05,0.833333333,0.833333333,,,,1096.69 ,0.009139093,3801.171 ,0.031676428,,0
0.009968701,0.034556527,0,0,0,0,,,,1196.24 ,0.009968701,4146.783 ,0.034556527,,0
0.008774495,0.030590728,0,0,0,0,,,,1052.94 ,0.008774495,3670.887 ,0.030590728,,0
0.00931679,0.031822822,0,0,0,0,,,,1118.01 ,0.00931679,3818.739 ,0.031822822,,0
0.008948285,0.03042575,0,0,0,0,,,,1073.79 ,0.008948285,3651.090 ,0.03042575,,0
0.005873001,0.021582842,0,0,0,0,,,,704.76 ,0.005873001,2589.941 ,0.021582842,,0
0.005879941,0.021903525,0,0,0,0,,,,705.59 ,0.005879941,2628.423 ,0.021903525,,0
0.005918489,0.022159267,0,0,1.166666667,1.166666667,,,,710.22 ,0.005918489,2659.112 ,0.022159267,,0
0.005912956,0.022292667,0,0,0.833333333,0.833333333,,,,709.55 ,0.005912956,2675.120 ,0.022292667,,0
0.006001592,0.022579217,0,0,0,0,,,,720.19 ,0.006001592,2709.506 ,0.022579217,,0
0.006127899,0.022980392,0,0,0,0,,,,735.35 ,0.006127899,2757.647 ,0.022980392,,0
0.00629211,0.023471158,0,0,0,0,,,,755.05 ,0.00629211,2816.539 ,0.023471158,,0
0.006444475,0.023924525,0,0,0,0,,,,773.34 ,0.006444475,2870.943 ,0.023924525,,0
0.006607744,0.0242342,0,0,0,0,,,,792.93 ,0.006607744,2908.104 ,0.0242342,,0
0.012726785,0.0426221,0,1.00E-05,0.583333333,0.583333333,,,,1527.21 ,0.012726785,5114.652 ,0.0426221,,0
0.012747992,0.0424812,0,1.30E-06,1,1,,,,1529.76 ,0.012747992,5097.744 ,0.0424812,,0
0.010771283,0.036604975,0,0,1.583333333,1.583333333,,,,1292.55 ,0.010771283,4392.597 ,0.036604975,,0
0.009332018,0.032515795,0,0,2,2,,,,1119.84 ,0.009332018,3901.895 ,0.032515795,,0
0.00786121,0.027807535,0,6.62E-05,0.833333333,0.833333333,,,,943.35 ,0.00786121,3336.904 ,0.027807535,,0
0.007326,0.026356967,0,0.000528384,0,0,,,,879.12 ,0.007326,3162.836 ,0.026356967,,0
0.006145206,0.022868718,0,0.001309792,0,0,,,,737.42 ,0.006145206,2744.246 ,0.022868718,,0
0.008278635,0.029336315,0,0.001404187,0,0,,,,993.44 ,0.008278635,3520.358 ,0.029336315,,0
0.00723383,0.025772183,0,0.001177084,0,0,,,,868.06 ,0.00723383,3092.662 ,0.025772183,,0
0.007885291,0.028074088,0,0.000572565,1.166666667,1.166666667,,,,946.23 ,0.007885291,3368.891 ,0.028074088,,0
0.008493565,0.02979018,0,5.18E-05,0.833333333,0.833333333,,,,1019.23 ,0.008493565,3574.822 ,0.02979018,,0
0.009121323,0.03199253,0,0,0,0,,,,1094.56 ,0.009121323,3839.104 ,0.03199253,,0
0.008023494,0.02837479,0,0,1.75,1.75,,,,962.82 ,0.008023494,3404.975 ,0.02837479,,0
0.008605309,0.029803638,0,0,1.833333333,1.833333333,,,,1032.64 ,0.008605309,3576.437 ,0.029803638,,0
0.008264044,0.028536492,0,0,1.583333333,1.583333333,,,,991.69 ,0.008264044,3424.379 ,0.028536492,,0
0.005458593,0.020417692,0,0,2,2,,,,655.03 ,0.005458593,2450.123 ,0.020417692,,0
0.005472639,0.020708025,0,0,2,2,,,,656.72 ,0.005472639,2484.963 ,0.020708025,,0
0.005567167,0.020850133,0,0,0.833333333,0.833333333,,,,668.06 ,0.005567167,2502.016 ,0.020850133,,0
