Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly),,,,,,,,,
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,1.96E-06,1.75,1.75,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
-7.71446E-21,0,-7.10543E-20,8.80E-06,1.25,1.25,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0.000343903,0,0.003167525,5.54E-05,0,0,,,,41.27 ,0.000343903,,0,126.701 ,0.003167525
0.001004238,0,0.00924956,0.000301118,0.583333333,0.583333333,,,,120.51 ,0.001004238,,0,369.982 ,0.00924956
0.00118305,0,0.01089651,0.000449803,1,1,,,,141.97 ,0.00118305,,0,435.860 ,0.01089651
0.001545135,0,0.01423151,0.000975252,2.166666667,2.166666667,,,,185.42 ,0.001545135,,0,569.260 ,0.01423151
0.00160389,0,0.014772675,0.001051224,2.416666667,2.416666667,,,,192.47 ,0.00160389,,0,590.907 ,0.014772675
0.002207613,0,0.02033328,0.000932375,2,2,,,,264.91 ,0.002207613,,0,813.331 ,0.02033328
0.002644139,0,0.024353915,0.001013401,3.166666667,3.166666667,,,,317.30 ,0.002644139,,0,974.157 ,0.024353915
0.00304932,0,0.02808584,0.001191268,4.583333333,4.583333333,,,,365.92 ,0.00304932,,0,1123.434 ,0.02808584
0.003336359,0,0.03072962,0.00130914,5,5,,,,400.36 ,0.003336359,,0,1229.185 ,0.03072962
0.002651897,0,0.024425365,0.001019596,3.833333333,3.833333333,,,,318.23 ,0.002651897,,0,977.015 ,0.024425365
0.002955847,0,0.027224905,0.000933353,3.583333333,3.583333333,,,,354.70 ,0.002955847,,0,1088.996 ,0.027224905
0.003174008,0,0.02923428,0.000102057,3.416666667,3.416666667,,,,380.88 ,0.003174008,,0,1169.371 ,0.02923428
0.002850962,0,0.02625886,0,3,3,,,,342.12 ,0.002850962,,0,1050.354 ,0.02625886
0.001781432,0,0.016407925,0,3,3,,,,213.77 ,0.001781432,,0,656.317 ,0.016407925
0.000896187,0,0.00825435,0,3,3,,,,107.54 ,0.000896187,,0,330.174 ,0.00825435
0.00000304,0,0.000028,0,3,3,,,,0.36 ,0.00000304,,0,1.120 ,0.000028
-3.10989E-20,0,-2.86438E-19,0,3,3,,,,0.00 ,-3.10989E-20,,0,0.000 ,-2.86438E-19
1.56549E-20,0,1.4419E-19,0,3.583333333,3.583333333,,,,0.00 ,1.56549E-20,,0,0.000 ,1.4419E-19
7.71446E-21,0,7.10543E-20,0,4,4,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
7.71446E-21,0,7.10543E-20,0,3.416666667,3.416666667,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,3,3,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,3,3,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,3,3,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
7.71446E-21,0,7.10543E-20,0,3,3,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0.000203713,0,0.0018763,0,3,3,,,,24.45 ,0.000203713,,0,75.052 ,0.0018763
0.0008299,0,0.007643815,0,3,3,,,,99.59 ,0.0008299,,0,305.753 ,0.007643815
0.001060281,0,0.009765745,0,3.583333333,3.583333333,,,,127.23 ,0.001060281,,0,390.630 ,0.009765745
0.001270419,0,0.011701225,0,4.583333333,4.583333333,,,,152.45 ,0.001270419,,0,468.049 ,0.011701225
0.001443029,0,0.013291055,0,5,5,,,,173.16 ,0.001443029,,0,531.642 ,0.013291055
0.001986677,0,0.018298345,0,4.416666667,4.416666667,,,,238.40 ,0.001986677,,0,731.934 ,0.018298345
0.002424988,0,0.022335415,0.000112818,4,4,,,,291.00 ,0.002424988,,0,893.417 ,0.022335415
0.003015033,0,0.027770045,0.000645603,4,4,,,,361.80 ,0.003015033,,0,1110.802 ,0.027770045
0.003472891,0,0.03198715,0.000776517,4,4,,,,416.75 ,0.003472891,,0,1279.486 ,0.03198715
0.003163174,0,0.029134495,0.000516482,4.583333333,4.583333333,,,,379.58 ,0.003163174,,0,1165.380 ,0.029134495
0.003473274,0,0.031990685,4.97E-05,4.416666667,4.416666667,,,,416.79 ,0.003473274,,0,1279.627 ,0.031990685
0.003463653,0,0.03190207,0,4.583333333,4.583333333,,,,415.64 ,0.003463653,,0,1276.083 ,0.03190207
0.003060584,0,0.028189585,0,5,5,,,,367.27 ,0.003060584,,0,1127.583 ,0.028189585
0.001936211,0,0.01783352,0,5,5,,,,232.35 ,0.001936211,,0,713.341 ,0.01783352
0.001089818,0,0.0100378,0,5,5,,,,130.78 ,0.001089818,,0,401.512 ,0.0100378
1.35606E-05,0,0.0001249,0,5,5,,,,1.63 ,1.35606E-05,,0,4.996 ,0.0001249
-1.68754E-20,0,-1.55431E-19,0,5,5,,,,0.00 ,-1.68754E-20,,0,0.000 ,-1.55431E-19
3.01346E-22,0,2.77556E-21,0,5,5,,,,0.00 ,3.01346E-22,,0,0.000 ,2.77556E-21
0,0,0,0,4.416666667,4.416666667,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,3.416666667,3.416666667,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,3.583333333,3.583333333,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0,0,0,0,3.416666667,3.416666667,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,2.416666667,2.416666667,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
7.71446E-21,0,7.10543E-20,0,2,2,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0.000290667,0,0.0026772,0,2.583333333,2.583333333,,,,34.88 ,0.000290667,,0,107.088 ,0.0026772
0.000989097,0,0.009110105,0,2.416666667,2.416666667,,,,118.69 ,0.000989097,,0,364.404 ,0.009110105
0.001251253,0,0.011524695,0,1.416666667,1.416666667,,,,150.15 ,0.001251253,,0,460.988 ,0.011524695
0.001907335,0,0.01756756,0,2.166666667,2.166666667,,,,228.88 ,0.001907335,,0,702.702 ,0.01756756
0.001960057,0,0.018053155,0,3,3,,,,235.21 ,0.001960057,,0,722.126 ,0.018053155
0.002910067,0,0.02680325,0,3.583333333,3.583333333,,,,349.21 ,0.002910067,,0,1072.130 ,0.02680325
0.003442638,0,0.031708505,0,3.416666667,3.416666667,,,,413.12 ,0.003442638,,0,1268.340 ,0.031708505
0.004004765,0,0.03688599,0,3,3,,,,480.57 ,0.004004765,,0,1475.440 ,0.03688599
0.004334113,0,0.039919465,0,3,3,,,,520.09 ,0.004334113,,0,1596.779 ,0.039919465
0.003815644,0,0.03514409,0,3,3,,,,457.88 ,0.003815644,,0,1405.764 ,0.03514409
0.003975677,0,0.03661808,0,3,3,,,,477.08 ,0.003975677,,0,1464.723 ,0.03661808
0.003863572,0,0.035585535,0,3,3,,,,463.63 ,0.003863572,,0,1423.421 ,0.035585535
0.003334773,0,0.030715015,0,3,3,,,,400.17 ,0.003334773,,0,1228.601 ,0.030715015
0.002131411,0,0.019631415,0,3,3,,,,255.77 ,0.002131411,,0,785.257 ,0.019631415
0.001272047,0,0.011716225,0,3.583333333,3.583333333,,,,152.65 ,0.001272047,,0,468.649 ,0.011716225
8.63631E-05,0,0.00079545,0,2.833333333,2.833333333,,,,10.36 ,8.63631E-05,,0,31.818 ,0.00079545
1.37414E-20,0,1.26565E-19,0,0.833333333,0.833333333,,,,0.00 ,1.37414E-20,,0,0.000 ,1.26565E-19
-4.33939E-21,0,-3.9968E-20,0,0,0,,,,0.00 ,-4.33939E-21,,0,0.000 ,-3.9968E-20
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
1.54289E-20,0,1.42109E-19,0,1.75,1.75,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
0,0,0,0,3,3,,,,0.00 ,0,,0,0.000 ,0
1.54289E-20,0,1.42109E-19,0,2.416666667,2.416666667,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
-7.71446E-21,0,-7.10543E-20,0,2,2,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0.000297852,0,0.002743375,0,1.416666667,1.416666667,,,,35.74 ,0.000297852,,0,109.735 ,0.002743375
0.00101742,0,0.00937097,0,1.583333333,1.583333333,,,,122.09 ,0.00101742,,0,374.839 ,0.00937097
0.001303949,0,0.012010055,0,2.583333333,2.583333333,,,,156.47 ,0.001303949,,0,480.402 ,0.012010055
0.001906311,0,0.01755813,0,3,3,,,,228.76 ,0.001906311,,0,702.325 ,0.01755813
0.001892277,0,0.017428865,0,3,3,,,,227.07 ,0.001892277,,0,697.155 ,0.017428865
0.002799448,0,0.025784385,0,3,3,,,,335.93 ,0.002799448,,0,1031.375 ,0.025784385
0.003415151,0,0.031455335,0,3,3,,,,409.82 ,0.003415151,,0,1258.213 ,0.031455335
0.004097967,0,0.037744435,0,3,3,,,,491.76 ,0.004097967,,0,1509.777 ,0.037744435
0.004678498,0,0.04309143,0,2.416666667,2.416666667,,,,561.42 ,0.004678498,,0,1723.657 ,0.04309143
0.004425515,0,0.04076132,0,0.833333333,0.833333333,,,,531.06 ,0.004425515,,0,1630.453 ,0.04076132
0.004783916,0,0.04406238,0,1.166666667,1.166666667,,,,574.07 ,0.004783916,,0,1762.495 ,0.04406238
0.004708937,0,0.04337179,0,0.833333333,0.833333333,,,,565.07 ,0.004708937,,0,1734.872 ,0.04337179
0.003965525,0,0.03652457,0,0.583333333,0.583333333,,,,475.86 ,0.003965525,,0,1460.983 ,0.03652457
0.002609806,0,0.024037685,0,1,1,,,,313.18 ,0.002609806,,0,961.507 ,0.024037685
0.001597802,0,0.0147166,0,2.166666667,2.166666667,,,,191.74 ,0.001597802,,0,588.664 ,0.0147166
0.000164269,0,0.001513,0,2.416666667,2.416666667,,,,19.71 ,0.000164269,,0,60.520 ,0.001513
1.60686E-06,0,1.48E-05,0,1.416666667,1.416666667,,,,0.19 ,1.60686E-06,,0,0.592 ,1.48E-05
-2.21791E-20,0,-2.04281E-19,0,0.416666667,0.416666667,,,,0.00 ,-2.21791E-20,,0,0.000 ,-2.04281E-19
0,0,0,0,1.75,1.75,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,3,3,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0,0,0,0,1.833333333,1.833333333,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,2.166666667,2.166666667,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,2.416666667,2.416666667,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
-7.71446E-21,0,-7.10543E-20,0,1.416666667,1.416666667,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0.000304896,0,0.00280825,0,2.166666667,2.166666667,,,,36.59 ,0.000304896,,0,112.330 ,0.00280825
0.00111507,0,0.01027038,0,3,3,,,,133.81 ,0.00111507,,0,410.815 ,0.01027038
0.001629746,0,0.015010815,0,3.583333333,3.583333333,,,,195.57 ,0.001629746,,0,600.433 ,0.015010815
0.002339596,0,0.021548915,0,3.416666667,3.416666667,,,,280.75 ,0.002339596,,0,861.957 ,0.021548915
0.002659414,0,0.024494605,0,3.583333333,3.583333333,,,,319.13 ,0.002659414,,0,979.784 ,0.024494605
0.003711051,0,0.034180735,0,4,4,,,,445.33 ,0.003711051,,0,1367.229 ,0.034180735
0.004510529,0,0.04154435,0,3.416666667,3.416666667,,,,541.26 ,0.004510529,,0,1661.774 ,0.04154435
0.005498515,0,0.05064422,0,2.416666667,2.416666667,,,,659.82 ,0.005498515,,0,2025.769 ,0.05064422
0.006188164,0,0.05699625,0,2,2,,,,742.58 ,0.006188164,,0,2279.850 ,0.05699625
0.005468816,0,0.05037067,0,2,2,,,,656.26 ,0.005468816,,0,2014.827 ,0.05037067
0.005379908,0,0.049551785,0,1.416666667,1.416666667,,,,645.59 ,0.005379908,,0,1982.071 ,0.049551785
0.005107744,0,0.047045015,0,1.583333333,1.583333333,,,,612.93 ,0.005107744,,0,1881.801 ,0.047045015
0.004254749,0,0.039188475,0,2,2,,,,510.57 ,0.004254749,,0,1567.539 ,0.039188475
0.002965243,0,0.027311445,0,0.833333333,0.833333333,,,,355.83 ,0.002965243,,0,1092.458 ,0.027311445
0.001988155,0,0.01831195,0,1.166666667,1.166666667,,,,238.58 ,0.001988155,,0,732.478 ,0.01831195
0.000496467,0,0.004572725,0,0.833333333,0.833333333,,,,59.58 ,0.000496467,,0,182.909 ,0.004572725
0.000292586,0,0.002694875,0,0,0,,,,35.11 ,0.000292586,,0,107.795 ,0.002694875
0.000137386,0,0.0012654,0,1.166666667,1.166666667,,,,16.49 ,0.000137386,,0,50.616 ,0.0012654
0.000025707,0,0.000236775,0,0.833333333,0.833333333,,,,3.08 ,0.000025707,,0,9.471 ,0.000236775
-1.01252E-20,0,-9.32587E-20,0,1.75,1.75,,,,0.00 ,-1.01252E-20,,0,0.000 ,-9.32587E-20
1.20538E-21,0,1.11022E-20,0,1.833333333,1.833333333,,,,0.00 ,1.20538E-21,,0,0.000 ,1.11022E-20
0,0,0,0,1.583333333,1.583333333,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,2,2,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
6.02692E-21,0,5.55112E-20,0,2,2,,,,0.00 ,6.02692E-21,,0,0.000 ,5.55112E-20
2.99196E-05,0,0.000275575,0,1.416666667,1.416666667,,,,3.59 ,2.99196E-05,,0,11.023 ,0.000275575
0.000523579,0,0.004822435,0,1.583333333,1.583333333,,,,62.83 ,0.000523579,,0,192.897 ,0.004822435
0.001013064,0,0.00933085,0,1.416666667,1.416666667,,,,121.57 ,0.001013064,,0,373.234 ,0.00933085
0.001516265,0,0.013965595,0,2.166666667,2.166666667,,,,181.95 ,0.001516265,,0,558.624 ,0.013965595
0.001972931,0,0.018171735,0,2.416666667,2.416666667,,,,236.75 ,0.001972931,,0,726.869 ,0.018171735
0.002350207,0,0.021646645,0,2.583333333,2.583333333,,,,282.02 ,0.002350207,,0,865.866 ,0.021646645
0.002670926,0,0.02460063,0,3,3,,,,320.51 ,0.002670926,,0,984.025 ,0.02460063
0.002986629,0,0.027508425,0,3,3,,,,358.40 ,0.002986629,,0,1100.337 ,0.027508425
0.003079681,0,0.028365485,0.000226613,3.583333333,3.583333333,,,,369.56 ,0.003079681,,0,1134.619 ,0.028365485
0.003105498,0,0.028603275,0.001211484,3.416666667,3.416666667,,,,372.66 ,0.003105498,,0,1144.131 ,0.028603275
0.003601126,0,0.033168265,0.001034758,4.166666667,4.166666667,,,,432.14 ,0.003601126,,0,1326.731 ,0.033168265
0.003590948,0,0.033074525,0.000359973,4.416666667,4.416666667,,,,430.91 ,0.003590948,,0,1322.981 ,0.033074525
0.003198275,0,0.029457795,0,4,4,,,,383.79 ,0.003198275,,0,1178.312 ,0.029457795
0.002391538,0,0.022027325,0,1.666666667,1.666666667,,,,286.98 ,0.002391538,,0,881.093 ,0.022027325
0.00157716,0,0.014526475,0,1.166666667,1.166666667,,,,189.26 ,0.00157716,,0,581.059 ,0.014526475
0.000697099,0,0.00642065,0,2.583333333,2.583333333,,,,83.65 ,0.000697099,,0,256.826 ,0.00642065
0.000419205,0,0.0038611,0,3,3,,,,50.30 ,0.000419205,,0,154.444 ,0.0038611
0.000169711,0,0.001563125,0,1.833333333,1.833333333,,,,20.37 ,0.000169711,,0,62.525 ,0.001563125
2.93686E-06,0,2.705E-05,0,1,1,,,,0.35 ,2.93686E-06,,0,1.082 ,2.705E-05
-7.53366E-23,0,-6.93889E-22,0,1.583333333,1.583333333,,,,0.00 ,-7.53366E-23,,0,0.000 ,-6.93889E-22
0,0,0,0,2,2,,,,0.00 ,0,,0,0.000 ,0
-1.54289E-20,0,-1.42109E-19,0,1.416666667,1.416666667,,,,0.00 ,-1.54289E-20,,0,0.000 ,-1.42109E-19
0,0,0,0,1.583333333,1.583333333,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,2,2,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
1.7237E-20,0,1.58762E-19,0,1.416666667,1.416666667,,,,0.00 ,1.7237E-20,,0,0.000 ,1.58762E-19
0.000204733,0,0.0018857,0,1,1,,,,24.57 ,0.000204733,,0,75.428 ,0.0018857
0.000443994,0,0.004089415,0,1,1,,,,53.28 ,0.000443994,,0,163.577 ,0.004089415
0.000849623,0,0.007825475,0,1.583333333,1.583333333,,,,101.95 ,0.000849623,,0,313.019 ,0.007825475
0.001325746,0,0.012210815,0,1.416666667,1.416666667,,,,159.09 ,0.001325746,,0,488.433 ,0.012210815
0.001705783,0,0.01571116,0,2.166666667,2.166666667,,,,204.69 ,0.001705783,,0,628.446 ,0.01571116
0.002142355,0,0.01973222,0,1.833333333,1.833333333,,,,257.08 ,0.002142355,,0,789.289 ,0.01973222
0.002613223,0,0.024069155,0,1,1,,,,313.59 ,0.002613223,,0,962.766 ,0.024069155
0.002963388,0,0.02729436,0,1.583333333,1.583333333,,,,355.61 ,0.002963388,,0,1091.774 ,0.02729436
0.003145892,0,0.02897532,0,2,2,,,,377.51 ,0.003145892,,0,1159.013 ,0.02897532
0.003649376,0,0.033612675,0,2.583333333,2.583333333,,,,437.93 ,0.003649376,,0,1344.507 ,0.033612675
0.003680017,0,0.033894895,0,3,3,,,,441.60 ,0.003680017,,0,1355.796 ,0.033894895
0.003336367,0,0.0307297,0,3,3,,,,400.36 ,0.003336367,,0,1229.188 ,0.0307297
0.002531283,0,0.023314445,0,3,3,,,,303.75 ,0.002531283,,0,932.578 ,0.023314445
0.001729687,0,0.015931325,0,3,3,,,,207.56 ,0.001729687,,0,637.253 ,0.015931325
0.000879836,0,0.00810375,0,1.833333333,1.833333333,,,,105.58 ,0.000879836,,0,324.150 ,0.00810375
0.000653171,0,0.00601605,0,1,1,,,,78.38 ,0.000653171,,0,240.642 ,0.00601605
0.000418508,0,0.003854675,0,1,1,,,,50.22 ,0.000418508,,0,154.187 ,0.003854675
0.000204098,0,0.00187985,0,1,1,,,,24.49 ,0.000204098,,0,75.194 ,0.00187985
9.96143E-06,0,9.175E-05,0,0.416666667,0.416666667,,,,1.20 ,9.96143E-06,,0,3.670 ,9.175E-05
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
7.71446E-21,0,7.10543E-20,0,0.583333333,0.583333333,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0.000802913,0,0.00739525,0,0.416666667,0.416666667,,,,96.35 ,0.000802913,,0,295.810 ,0.00739525
0.002427738,0,0.022360745,0,0.583333333,0.583333333,,,,291.33 ,0.002427738,,0,894.430 ,0.022360745
0.003529827,0,0.03251156,0,0.416666667,0.416666667,,,,423.58 ,0.003529827,,0,1300.462 ,0.03251156
0.004455674,0,0.041039105,0,1.166666667,1.166666667,,,,534.68 ,0.004455674,,0,1641.564 ,0.041039105
0.004807536,0,0.04427994,0,2.583333333,2.583333333,,,,576.90 ,0.004807536,,0,1771.198 ,0.04427994
0.005752372,0,0.05298237,0,2.416666667,2.416666667,,,,690.28 ,0.005752372,,0,2119.295 ,0.05298237
0.006261492,0,0.057671635,0,2.583333333,2.583333333,,,,751.38 ,0.006261492,,0,2306.865 ,0.057671635
0.006928714,0,0.0638171,0,3,3,,,,831.45 ,0.006928714,,0,2552.684 ,0.0638171
0.007364896,0,0.06783457,0,3,3,,,,883.79 ,0.007364896,,0,2713.383 ,0.06783457
0.006950095,0,0.064014035,0,3,3,,,,834.01 ,0.006950095,,0,2560.561 ,0.064014035
0.007092501,0,0.065325665,0,2.416666667,2.416666667,,,,851.10 ,0.007092501,,0,2613.027 ,0.065325665
0.006978481,0,0.06427548,0,2,2,,,,837.42 ,0.006978481,,0,2571.019 ,0.06427548
0.006004521,0,0.055304795,0,2,2,,,,720.54 ,0.006004521,,0,2212.192 ,0.055304795
0.004747548,0,0.043727415,0,0.833333333,0.833333333,,,,569.71 ,0.004747548,,0,1749.097 ,0.043727415
0.003677624,0,0.03387285,0,0,0,,,,441.31 ,0.003677624,,0,1354.914 ,0.03387285
0.001721321,0,0.015854275,0,0,0,,,,206.56 ,0.001721321,,0,634.171 ,0.015854275
0.001514601,0,0.013950275,0,0,0,,,,181.75 ,0.001514601,,0,558.011 ,0.013950275
0.001308473,0,0.012051725,0,0,0,,,,157.02 ,0.001308473,,0,482.069 ,0.012051725
0.001061427,0,0.0097763,0,0,0,,,,127.37 ,0.001061427,,0,391.052 ,0.0097763
0.000737743,0,0.006795,0,1.166666667,1.166666667,,,,88.53 ,0.000737743,,0,271.800 ,0.006795
0.000360283,0,0.0033184,0,0.833333333,0.833333333,,,,43.23 ,0.000360283,,0,132.736 ,0.0033184
8.27504E-05,0,0.000762175,0,0,0,,,,9.93 ,8.27504E-05,,0,30.487 ,0.000762175
5.415E-06,0,4.9875E-05,0,0,0,,,,0.65 ,5.415E-06,,0,1.995 ,4.9875E-05
0.000213894,0,0.001970075,0,0,0,,,,25.67 ,0.000213894,,0,78.803 ,0.001970075
0.001475008,0,0.0135856,0,0.583333333,0.583333333,,,,177.00 ,0.001475008,,0,543.424 ,0.0135856
0.003097327,0,0.028528015,0,2.75,2.75,,,,371.68 ,0.003097327,,0,1141.121 ,0.028528015
0.004038691,0,0.03719847,0,4,4,,,,484.64 ,0.004038691,,0,1487.939 ,0.03719847
0.004877597,0,0.04492524,0,4,4,,,,585.31 ,0.004877597,,0,1797.010 ,0.04492524
0.00503181,0,0.046345615,0,3.416666667,3.416666667,,,,603.82 ,0.00503181,,0,1853.825 ,0.046345615
0.00597428,0,0.055026265,0,2.416666667,2.416666667,,,,716.91 ,0.00597428,,0,2201.051 ,0.055026265
0.006554883,0,0.06037392,0,3.166666667,3.166666667,,,,786.59 ,0.006554883,,0,2414.957 ,0.06037392
0.007075132,0,0.065165685,0,4,4,,,,849.02 ,0.007075132,,0,2606.627 ,0.065165685
0.007344629,0,0.067647895,0,4,4,,,,881.36 ,0.007344629,,0,2705.916 ,0.067647895
0.006830682,0,0.06291418,9.23E-05,4.583333333,4.583333333,,,,819.68 ,0.006830682,,0,2516.567 ,0.06291418
0.006979273,0,0.064282775,0.00041524,4.416666667,4.416666667,,,,837.51 ,0.006979273,,0,2571.311 ,0.064282775
0.006903468,0,0.06358457,4.61E-05,4,4,,,,828.42 ,0.006903468,,0,2543.383 ,0.06358457
0.005978462,0,0.05506478,0,1.666666667,1.666666667,,,,717.42 ,0.005978462,,0,2202.591 ,0.05506478
0.004722878,0,0.04350019,0,0,0,,,,566.75 ,0.004722878,,0,1740.008 ,0.04350019
0.003591565,0,0.0330802,0,0.583333333,0.583333333,,,,430.99 ,0.003591565,,0,1323.208 ,0.0330802
0.001560627,0,0.0143742,0,1,1,,,,187.28 ,0.001560627,,0,574.968 ,0.0143742
0.001315891,0,0.01212005,0,1,1,,,,157.91 ,0.001315891,,0,484.802 ,0.01212005
0.00105219,0,0.009691225,0,0.416666667,0.416666667,,,,126.26 ,0.00105219,,0,387.649 ,0.009691225
0.000769429,0,0.00708685,0,1.166666667,1.166666667,,,,92.33 ,0.000769429,,0,283.474 ,0.00708685
0.000440852,0,0.004060475,0,0.833333333,0.833333333,,,,52.90 ,0.000440852,,0,162.419 ,0.004060475
0.000127504,0,0.001174375,0,1.166666667,1.166666667,,,,15.30 ,0.000127504,,0,46.975 ,0.001174375
5.13814E-06,0,0.000047325,0,0.833333333,0.833333333,,,,0.62 ,5.13814E-06,,0,1.893 ,0.000047325
-5.54477E-21,0,-5.10703E-20,1.96E-06,0.583333333,0.583333333,,,,0.00 ,-5.54477E-21,,0,0.000 ,-5.10703E-20
0.000114809,0,0.00105745,2.22E-05,1,1,,,,13.78 ,0.000114809,,0,42.298 ,0.00105745
0.001330725,0,0.012256675,6.11E-05,0.416666667,0.416666667,,,,159.69 ,0.001330725,,0,490.267 ,0.012256675
0.003035055,0,0.027954455,0.000134175,0,0,,,,364.21 ,0.003035055,,0,1118.178 ,0.027954455
0.004243861,0,0.039088195,0.000791842,0,0,,,,509.26 ,0.004243861,,0,1563.528 ,0.039088195
0.005324471,0,0.04904118,0.001272294,1.75,1.75,,,,638.94 ,0.005324471,,0,1961.647 ,0.04904118
0.005572387,0,0.05132462,0.001382014,3.583333333,3.583333333,,,,668.69 ,0.005572387,,0,2052.985 ,0.05132462
0.006641148,0,0.061168465,0.001495973,4,4,,,,796.94 ,0.006641148,,0,2446.739 ,0.061168465
0.007226087,0,0.06655606,0.001496299,4,4,,,,867.13 ,0.007226087,,0,2662.242 ,0.06655606
0.00777465,0,0.071608615,0.001474127,4,4,,,,932.96 ,0.00777465,,0,2864.345 ,0.071608615
0.008024709,0,0.073911795,0.001203169,2.833333333,2.833333333,,,,962.97 ,0.008024709,,0,2956.472 ,0.073911795
0.007162366,0,0.065969165,0.00031302,2.583333333,2.583333333,,,,859.48 ,0.007162366,,0,2638.767 ,0.065969165
0.006895586,0,0.063511975,0.000930255,2.416666667,2.416666667,,,,827.47 ,0.006895586,,0,2540.479 ,0.063511975
0.006354019,0,0.05852386,0.00037383,2,2,,,,762.48 ,0.006354019,,0,2340.954 ,0.05852386
0.005104889,0,0.047018715,0,1.416666667,1.416666667,,,,612.59 ,0.005104889,,0,1880.749 ,0.047018715
0.003545222,0,0.03265336,0,1.583333333,1.583333333,,,,425.43 ,0.003545222,,0,1306.134 ,0.03265336
0.002516526,0,0.023178525,0,2,2,,,,301.98 ,0.002516526,,0,927.141 ,0.023178525
0.001114475,0,0.0102649,0,1.416666667,1.416666667,,,,133.74 ,0.001114475,,0,410.596 ,0.0102649
0.001184707,0,0.010911775,0,1,1,,,,142.16 ,0.001184707,,0,436.471 ,0.010911775
0.00133766,0,0.01232055,0,1.583333333,1.583333333,,,,160.52 ,0.00133766,,0,492.822 ,0.01232055
0.00174249,0,0.01604925,0,0.833333333,0.833333333,,,,209.10 ,0.00174249,,0,641.970 ,0.01604925
0.001519313,0,0.013993675,0,0,0,,,,182.32 ,0.001519313,,0,559.747 ,0.013993675
0.000845041,0,0.007783275,0,0.583333333,0.583333333,,,,101.40 ,0.000845041,,0,311.331 ,0.007783275
7.36006E-05,0,0.0006779,0,1,1,,,,8.83 ,7.36006E-05,,0,27.116 ,0.0006779
1.58786E-05,0,0.00014625,0,1.583333333,1.583333333,,,,1.91 ,1.58786E-05,,0,5.850 ,0.00014625
0.000392874,0,0.003618575,1.57E-05,2.583333333,2.583333333,,,,47.14 ,0.000392874,,0,144.743 ,0.003618575
0.001606472,0,0.01479645,0.000155858,3,3,,,,192.78 ,0.001606472,,0,591.858 ,0.01479645
0.003136654,0,0.028890235,0.000556262,3,3,,,,376.40 ,0.003136654,,0,1155.609 ,0.028890235
0.003589985,0,0.033065655,0.000918354,3,3,,,,430.80 ,0.003589985,,0,1322.626 ,0.033065655
0.004025401,0,0.037076065,0.000899116,3,3,,,,483.05 ,0.004025401,,0,1483.043 ,0.037076065
